,tweet_id,handle,retweet_count,text,mined_at,created_at
48,1515970019733258247,The Bridge,0,@bertinha84 Ese nudo es presagio de algo bueno 😆¡Bienvenida a @TheBridge_Tech ! Muchas horas de #UXUI te esperan 🙌 ¡sin miedo!,2022-07-13 14:10:58.629370,Mon Apr 18 08:26:32 +0000 2022
49,1513807125205684224,The Bridge,1,A la vuelta de #SemanaSantaSevilla toca👉 #bootcamps🧑‍💻Especialízate en #datascience o #desarrollowebfullstack con n… https://t.co/s1VoKlEyea,2022-07-13 14:10:58.629370,Tue Apr 12 09:11:58 +0000 2022
50,1513473323589672963,The Bridge,1,"📅El 25 de abril estrenamos los #BurnMondays🔥, con la colaboración de @burn_es, una oportunidad para que nuestr@s al… https://t.co/gWW8ggVDSE",2022-07-13 14:10:58.629370,Mon Apr 11 11:05:33 +0000 2022
51,1512033544381636609,The Bridge,1,"RT @burn_es: Nos han contado que en @TheBridge_Tech se lo curran mucho... Hemos colado algún que otro BURN, ¿os viene bien una ayudita de e…",2022-07-13 14:10:58.629370,Thu Apr 07 11:44:23 +0000 2022
52,1512026991578566657,The Bridge,0,@burn_es ¿Algún que otro? 😝 Toda energía extra es bienvenida y necesaria 🔋🔥 ¡Gracias @burn_es! Pronto haremos buen… https://t.co/5r3xFLCLAO,2022-07-13 14:10:58.629370,Thu Apr 07 11:18:21 +0000 2022
53,1511970979324518406,The Bridge,0,En dos semanas empezamos los bootcamps Part Time (compatibles con trabajo/estudios) en #Sevilla y en… https://t.co/bCGjy8j92y,2022-07-13 14:10:58.629370,Thu Apr 07 07:35:47 +0000 2022
54,1511617173495689218,The Bridge,0,@raulcotrina @CraftCodeTech @CodeHouseLearn @CodenotchMAD @NeolandStudio @assemblerinstit @Adalab_Digital… https://t.co/tI0f68mKfF,2022-07-13 14:10:58.629370,Wed Apr 06 08:09:53 +0000 2022
55,1511613451063410690,The Bridge,0,@AndreaMaganRey Hola Andrea ¡Qué gran trabajo! Estamos encantados de pasarte información para que puedas completar… https://t.co/GekiLwpx3g,2022-07-13 14:10:58.629370,Wed Apr 06 07:55:05 +0000 2022
56,1509622664297693189,The Bridge,0,"Cuando piensas en un hacker... ¿Te imaginas a una mujer? 🤔 ""Son muy pocas las mujeres que deciden apostar por estud… https://t.co/LgEe4eWxw9",2022-07-13 14:10:58.629370,Thu Mar 31 20:04:25 +0000 2022
57,1509108619782111235,The Bridge,2,¡Llegó el día! Hoy es el #DesafiodeTripulaciones ⚔ en el campus de #Valencia ¡Mucha suerte a toda esa primera promo… https://t.co/ahM5CKiue1,2022-07-13 14:10:58.629370,Wed Mar 30 10:01:47 +0000 2022
58,1509074925654532099,The Bridge,0,"A partir de las 11h nuestro CEO @ikerarceseco participa en el #ForoVocentoEducacion en el debate ""Formación para el… https://t.co/T0WuhLdKRg",2022-07-13 14:10:58.629370,Wed Mar 30 07:47:54 +0000 2022
59,1507266817454227459,The Bridge,4,"RT @ENCamaraSevilla: La @camaradesevilla organiza junto al Grupo Planeta y su presidente José Lara, este encuentro con las empresas #ClubCá…",2022-07-13 14:10:58.629370,Fri Mar 25 08:03:07 +0000 2022
60,1507029045187387401,The Bridge,0,Hoy han venido a visitarnos los alumnos de @itep_es de #DAM #ASIR y #MARKETING para conocer nuestro campus de Madri… https://t.co/ddwhSV8SqN,2022-07-13 14:10:58.629370,Thu Mar 24 16:18:18 +0000 2022
61,1506941441574117378,The Bridge,0,"¿Crees que lo sabes todo?🤓¡Déjate sorprender! Adéntrate en el mundo de la #ProgramacionWeb y las criptomonedas, con… https://t.co/76FZ5cQpkc",2022-07-13 14:10:58.629370,Thu Mar 24 10:30:11 +0000 2022
62,1504734193401618459,The Bridge,4,¡Comenzamos el #Desafiodetripulaciones ⚔ de la promo full time de noviembre! El tema de los proyectos: el #coliving… https://t.co/wBska3Hs0Y,2022-07-13 14:10:58.629370,Fri Mar 18 08:19:22 +0000 2022
63,1504416870526590977,The Bridge,0,"Más de 300.000 expertos en #ciberseguridad se han unido en una especie de ""ejército IT"" en Ucrania para llevar a ca… https://t.co/cejfQVtzSr",2022-07-13 14:10:58.629370,Thu Mar 17 11:18:27 +0000 2022
64,1504015188877533185,The Bridge,2,"RT @CourseReport: 🔐 We've combed through student &amp; alumni reviews to find the 17 Best Cyber Security Bootcamps of 2022, including @Level_Ef…",2022-07-13 14:10:58.629370,Wed Mar 16 08:42:18 +0000 2022
65,1503409219789328384,The Bridge,1,¡Muy contentos por todos ellos! 100% empleabilidad en la promoción de junio. Gracias desde @TheBridge_Tech por conf… https://t.co/aFWCG2awLr,2022-07-13 14:10:58.629370,Mon Mar 14 16:34:24 +0000 2022
66,1502360507365400587,The Bridge,0,"👾La #ciberseguridad, más necesaria que nunca.

El #sectortecnológico pide más financiación y formación de profesion… https://t.co/WTvIIXNxsn",2022-07-13 14:10:58.629370,Fri Mar 11 19:07:12 +0000 2022
67,1502195577584500740,The Bridge,0,"¿Algún identificado en la sala? 😂

#desarrolloweb #css #fullstackdeveloper https://t.co/169UXtS1b5",2022-07-13 14:10:58.629370,Fri Mar 11 08:11:49 +0000 2022
68,1501543878692073472,The Bridge,0,Faltan por salir las listas de #UXUIProductDesign #DataScience y #DesarrolloWebFullStack ¡Sería estupendo volver a aparecer!,2022-07-13 14:10:58.629370,Wed Mar 09 13:02:12 +0000 2022
69,1501530641610989581,The Bridge,2,¡El #bootcamp de #Ciberseguridad de @TheBridge_Tech vuelve a estar entre los mejores bootcamps del mundo! Y este añ… https://t.co/UDW42GnxJl,2022-07-13 14:10:58.629370,Wed Mar 09 12:09:36 +0000 2022
70,1500821305754595332,The Bridge,0,🧐¿Sabías que a partir de los 6 años las niñas empiezan a pensar que los niños son más capaces que ellas?🟣Ven a ver… https://t.co/qBcYXaorMg,2022-07-13 14:10:58.629370,Mon Mar 07 13:10:57 +0000 2022
71,1499664649675067392,The Bridge,3,"RT @FUniversia: ¿Quieres hacer un #bootcamp y no sabes cómo pagarlo? 👇

Con nuestro #PlanCircularFundaciónUniversia pagamos tu matrícula, y…",2022-07-13 14:10:58.629370,Fri Mar 04 08:34:49 +0000 2022
72,1499395478563155968,The Bridge,0,"@PICKYUAN @PagePersonnel Sentimos mucho el fallo técnico. Revisaremos que pudo pasar, pueden conectarse a próximos… https://t.co/jV5TPAs5mg",2022-07-13 14:10:58.629370,Thu Mar 03 14:45:14 +0000 2022
73,1498939760462630913,The Bridge,0,¡Empezamos el 21 de marzo en #Sevilla! No te puedes perder este taller de empleabilidad con el que arrancamos 🚀 Ent… https://t.co/GCyrWoghwr,2022-07-13 14:10:58.629370,Wed Mar 02 08:34:22 +0000 2022
74,1498212250481483778,The Bridge,0,Gracias @insidezeusdata y @vicencf por la jornada formativa ¡Fue toda una experiencia para nuestros alumnos de… https://t.co/inDegbo8gZ,2022-07-13 14:10:58.629370,Mon Feb 28 08:23:30 +0000 2022
75,1497165125752664112,The Bridge,0,¡#Datascientist mirad esto! ⚽🏃 Cómo @LaLiga utiliza el dato y la inteligencia artificial (IA) para predecir cuáles… https://t.co/N4G2bEGfUs,2022-07-13 14:10:58.629370,Fri Feb 25 11:02:36 +0000 2022
76,1497118969236377601,The Bridge,0,¡Gracias a vosotros! Los alumnos se llevaron grandes consejos y una visión del mercado laboral en profesiones #tech… https://t.co/GQA1WS0pZq,2022-07-13 14:10:58.629370,Fri Feb 25 07:59:12 +0000 2022
77,1496140777529004033,The Bridge,2,"Si veis estos carteles por Sevilla, SÍ, SOMOS NOSOTROS! Aterrizamos en marzo con los #bootcamps en #DataScience y… https://t.co/BejANKTviG",2022-07-13 14:10:58.629370,Tue Feb 22 15:12:12 +0000 2022
78,1495710690950193155,The Bridge,0,"¡Nuevos eventos para febrero y marzo! Talleres sobre #IA, #marketingdigital #empleabilidad, #ciber, #datascience ¡N… https://t.co/9o1FN37nLv",2022-07-13 14:10:58.629370,Mon Feb 21 10:43:12 +0000 2022
79,1495675828692213764,The Bridge,5,RT @IndraCompany: ¿Aún no has solicitado tu beca para el #bootcamp de Desarrollo Web Full-stack en @TheBridge_Tech? Si tienes #discapacidad…,2022-07-13 14:10:58.629370,Mon Feb 21 08:24:40 +0000 2022
80,1492085613713141760,The Bridge,1,"Hoy se celebra VLC Tech Women con motivo del #DiaDeLaMujeryLaNiñaEnLaCiencia, un evento en el que se hablará de int… https://t.co/XCYYn80f7K",2022-07-13 14:10:58.629370,Fri Feb 11 10:38:26 +0000 2022
81,1491801710729195524,The Bridge,1,Sevilla está llena de talentos digitales por descubrir ¿te animas a conocer las profesiones del futuro?🧑‍💻Ven al ta… https://t.co/fvidVuSuqW,2022-07-13 14:10:58.629370,Thu Feb 10 15:50:18 +0000 2022
82,1489181416818724864,The Bridge,1,¡Nos visita @DecathlonES ! Si te interesa la ciencia de datos y cómo se aplica a proyectos reales ¡Apúntate al even… https://t.co/orFrr6t8vr,2022-07-13 14:10:58.629370,Thu Feb 03 10:18:12 +0000 2022
83,1488811177928921089,The Bridge,0,"Cada vez se habla más de las ""soft skills"" y de lo importante que son para aplicar a posiciones tecnológicas ¡Descu… https://t.co/SI9GShgqIR",2022-07-13 14:10:58.629370,Wed Feb 02 09:47:00 +0000 2022
84,1485581825401577472,The Bridge,3,¡Open Day Sevilla! Asiste al evento y conoce más sobre los bootcamps de #DataScience y #DesarrolloWebFullStack en n… https://t.co/3PWIAqbBBz,2022-07-13 14:10:58.629370,Mon Jan 24 11:54:42 +0000 2022
85,1484832209567551489,The Bridge,1,"¡Inside The Bridge! ¡Emoción a flor de piel! Así reacciona Miriam Sánchez, la profe de UX/UI a los… https://t.co/B51EXA6NNy",2022-07-13 14:10:58.629370,Sat Jan 22 10:16:00 +0000 2022
86,1484117172494475265,The Bridge,1,"Nuevo evento🤩""La Inteligencia Artificial y la Ley: lo que hay y lo que viene"" a cargo de @rayadvd

📆25 de enero en… https://t.co/XdIUTXfE5H",2022-07-13 14:10:58.629370,Thu Jan 20 10:54:42 +0000 2022
87,1483836824279818241,The Bridge,2,"El claustro de #DataScience de @TheBridge_Tech ha creado este ""escalofriante"" vídeo haciendo uso de Inteligencia Ar… https://t.co/aS8auec0Of",2022-07-13 14:10:58.629370,Wed Jan 19 16:20:41 +0000 2022
88,1483737308553789445,The Bridge,0,La directora de #ciberseguridad de @siemens @NataliaOropezaG  aboga por una sólida estrategia de ciberseguridad de… https://t.co/A0oGcvw5jr,2022-07-13 14:10:58.629370,Wed Jan 19 09:45:15 +0000 2022
89,1483469787078533123,The Bridge,0,Del periodismo al marketing digital 🤸 esta es la historia de Blanca Gómez y su experiencia cursando el #bootcamp de… https://t.co/TU3sqTZ4Un,2022-07-13 14:10:58.629370,Tue Jan 18 16:02:13 +0000 2022
90,1480522525138370562,The Bridge,0,👩‍💻¡Estamos de vuelta con nuevos eventos gratuitos! Elige el que más te interese y saca tus entradas aquí 👉… https://t.co/x4chn0JXvb,2022-07-13 14:10:58.629370,Mon Jan 10 12:50:51 +0000 2022
91,1478332105268641795,The Bridge,0,¡💯% de empleabilidad! Todos los alumnos de la última promoción de junio del #bootcamp de #DigitalMarketingOps ya es… https://t.co/PqQ1sFFLEI,2022-07-13 14:10:58.629370,Tue Jan 04 11:46:54 +0000 2022
92,1475432979925278723,The Bridge,0,¿Quieres crear una #startup ? ¿Estás perdido en el mundo de los socios? ➡Nuevo evento de formación para emprendedor… https://t.co/YBQUt19Rm6,2022-07-13 14:10:58.629370,Mon Dec 27 11:46:49 +0000 2021
93,1474662951588093953,The Bridge,0,¡ @TheBridge_Tech os desea #FelizNavidad y #FelicesFiestas! Qué tengáis unas merecidas vacaciones para descansar y… https://t.co/2ur52jNwQW,2022-07-13 14:10:58.629370,Sat Dec 25 08:47:00 +0000 2021
94,1473672163571998748,The Bridge,0,Próxima parada📍Sevilla ¡Los #bootcamps de @TheBridge_Tech llegan a la ciudad de la mano de @ENCamaraSevilla! El 21… https://t.co/sBsyPAEX8r,2022-07-13 14:10:58.629370,Wed Dec 22 15:09:57 +0000 2021
95,1471393009266835459,The Bridge,6,"RT @FUniversia: ¿Quieres formarte en competencias digitales?👇
1⃣Decide: Desarrollo Web, Mobile, Big Data &amp; Machine Learning, Blockchain, De…",2022-07-13 14:10:58.629370,Thu Dec 16 08:13:25 +0000 2021
96,1470672309719646210,The Bridge,0,@AlonsoVcr96 Le hemos escrito un DM 😉,2022-07-13 14:10:58.629370,Tue Dec 14 08:29:37 +0000 2021
97,1470336227324973057,The Bridge,0,☃️Winter is coming... Refúgiate en el conocimiento de la mano de los eventos gratuitos de @TheBridge_Tech 👩‍💻¡Un mo… https://t.co/sTJzOWqR1o,2022-07-13 14:10:58.629370,Mon Dec 13 10:14:08 +0000 2021
98,1470309932549517315,The Bridge,2,"RT @nodosenlared: El próximo martes, 14 de diciembre, cerramos el Ciclo de Conferencias sobre #ResponsibleAI en @TheBridge_Tech con ""Drift:…",2022-07-13 14:10:58.629370,Mon Dec 13 08:29:39 +0000 2021
99,1468612835995308034,The Bridge,0,Nos llena de orgullo y satisfacción la súper App que han creado nuestros profes y alumnos para #joytotheworld2021 ¿… https://t.co/SEeV6RPOUl,2022-07-13 14:10:58.629370,Wed Dec 08 16:06:00 +0000 2021
100,1466722714379509762,The Bridge,1,Hoy con motivo del #DiaInternacionalDiscapacidad os compartimos las Wep Apps accesibles que crearon los alumnos en… https://t.co/VMx0qKtRtp,2022-07-13 14:10:58.629370,Fri Dec 03 10:55:20 +0000 2021
101,1466459964680151047,The Bridge,0,"¡Luces, cámara y acción! Comenzamos el Desafío de Tripulaciones Part Time Síguelo EN DIRECTO y descubre los proyect… https://t.co/nJDVB2sVFB",2022-07-13 14:10:58.629370,Thu Dec 02 17:31:15 +0000 2021
102,1466111078295875585,The Bridge,2,En el Taller de @MercadonaTech sobre TDD aplicado al desarrollo API ¡Nos metemos de lleno en la materia!💻 💪… https://t.co/Uy3xn0Q4QL,2022-07-13 14:10:58.629370,Wed Dec 01 18:24:54 +0000 2021
103,1466065714972872712,The Bridge,0,Ayer coincidiendo con el #DíadelaCiberseguridad firmamos un acuerdo de colaboración con @Women4Cyber_SP para seguir… https://t.co/8qOPCsboKK,2022-07-13 14:10:58.629370,Wed Dec 01 15:24:39 +0000 2021
104,1466034288462340099,The Bridge,0,"@EmilioMarioRod1 Gracias @EmilioMarioRod1😊Todos nos hemos sentido perdidos a la hora de buscar empleo, qué pasos se… https://t.co/Chexmo6a0c",2022-07-13 14:10:58.629370,Wed Dec 01 13:19:46 +0000 2021
105,1465992140551512070,The Bridge,0,Viajamos a Extremadura para participar en la mesa de debate sobre transformación digital y formación de @Forbes_es… https://t.co/9eer5sejjq,2022-07-13 14:10:58.629370,Wed Dec 01 10:32:17 +0000 2021
106,1465969519390871552,The Bridge,11,Una auténtica masterclass la que vivimos ayer con @LegalHackersMAD sobre los modelos de criptomonedas #NFT. Gracias… https://t.co/HHCGzPD3uV,2022-07-13 14:10:58.629370,Wed Dec 01 09:02:24 +0000 2021
107,1465267291273240579,The Bridge,0,Qué es Career Readiness❓ Es la etapa final del #bootcamp donde entrenas tu empleabilidad a través de talleres para… https://t.co/RLjYZ1J6ZW,2022-07-13 14:10:58.629370,Mon Nov 29 10:32:00 +0000 2021
108,1463853186335358976,The Bridge,4,El equipo de @MercadonaTech viene a vernos❗ Van a lanzar un equipo técnico en Madrid 🙌 y también vienen a hablarnos… https://t.co/ErqVuTv6UC,2022-07-13 14:10:58.629370,Thu Nov 25 12:52:51 +0000 2021
